"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"CG17239",0,0,0,0,0.37,0,0,0.63,"Low_signal","HP1"
"CG17234",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Send1",0,0,0,0.785714,0,0,0,0.214286,"H1","H1"
"lncRNA:CR44787",0.428571,0,0,0,0,0,0,0.571429,"Low_signal","Enhancers"
"lncRNA:CR44788",0.042857,0,0,0,0,0,0,0.957143,"Low_signal","Low_signal"
"CG4270",0,0,0,0.855,0,0,0,0.145,"H1","H1"
"CG34049",0.315714,0,0,0,0,0,0,0.684286,"Low_signal","Enhancers"
"CG17242",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43753",0.305714,0,0,0,0,0,0,0.694286,"Low_signal","Enhancers"
"lncRNA:CR43754",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4271",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31681",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42658",0,0,0,1,0,0,0,0,"H1","H1"
"CG17237",0,0,0,1,0,0,0,0,"H1","H1"
"robl22E",0,0,0,1,0,0,0,0,"H1","H1"
"CG31949",0,0,0,1,0,0,0,0,"H1","H1"
"CG16995",0,0,0,0.37,0,0,0,0.63,"Low_signal","H1"
"eys",0,0,0,0,0,0.7,0,0.3,"Open_promoters","Open_promoters"
"CG9967",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Axud1",0,0,0,0,0,0.6125,0,0.3875,"Open_promoters","Open_promoters"
"Rab5",0,0,0,0,0,0.818571,0,0.181429,"Open_promoters","Open_promoters"
"CG3597",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG15390",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3609",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR44982",0,0,0,0,0,0.025714,0,0.974286,"Low_signal","Low_signal"
"Atxn7",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Eogt",0,0,0,0,0,0.2425,0,0.7575,"Low_signal","Low_signal"
"PIG-Wa",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3557",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43750",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG46448",0,0,0,0,0,0,1,0,"Pc","Pc"
"VGlut",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG18641",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31948",0,0,0,0.6,0,0,0.4,0,"H1","H1"
"CG34448",0,0,0,1,0,0,0,0,"H1","H1"
"CG34447",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9886",0,0,0,0,0,0.575,0,0.425,"Open_promoters","Open_promoters"
"CG44139",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44912",0.687143,0,0,0,0,0,0,0.312857,"Enhancers","Enhancers"
"dpp",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"tRNA:Tyr-GTA-1-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Tyr-GTA-1-3",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45286",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Slh",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"oaf",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR44607",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR46069",0,0,0,0.0125,0,0,0,0.9875,"Low_signal","Low_signal"
"CG3528",0,0,0,0.09,0,0,0,0.91,"Low_signal","Low_signal"
"lncRNA:CR44112",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3515",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44113",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cyp309a1",0,0,0,0,0.528571,0,0,0.471429,"HP1","HP1"
"Cyp309a2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rad1",0,0,0.068571,0,0,0.931429,0,0,"Open_promoters","Open_promoters"
"Sws1",0,0,0.068571,0,0,0.931429,0,0,"Open_promoters","Open_promoters"
"insv",0.281429,0,0,0,0,0,0,0.718571,"Low_signal","Enhancers"
"Elba2",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"ND-B17.2",0,0,0.102857,0,0,0.897143,0,0,"Open_promoters","Open_promoters"
"Arpc5",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Drp1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15394",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44790",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44789",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15395",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43403",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:TS11",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR46328",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:TS4",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43852",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9962",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43851",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33125",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Prosbeta4R1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Or23a",0,0,0,0,0.1225,0,0,0.8775,"Low_signal","Low_signal"
"Prosbeta4R2",0,0,0,0,1,0,0,0,"HP1","HP1"
"Trf4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR46404",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr23a",0,0,0,1,0,0,0,0,"H1","H1"
"CG31690",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Trf5",0.661429,0,0,0,0,0,0,0.338571,"Enhancers","Enhancers"
"CG31689",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-4914",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Hrs",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9961",0,0,0.191429,0,0,0,0,0.808571,"Low_signal","Low_signal"
"Cwc25",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Bacc",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pgk",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR44772",0.32,0,0,0,0,0,0,0.68,"Low_signal","Enhancers"
"HemK2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Snapin",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Tnpo-SR",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Snx21",0,0,0,0,0,0.335714,0,0.664286,"Low_signal","Open_promoters"
"aph-1",0,0,0,0,0,0.0825,0,0.9175,"Low_signal","Low_signal"
"Taf10",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Taf10b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"HINT1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"colt",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG15399",0.394286,0,0.605714,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"lncRNA:CR43821",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Syt1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"daw",0.8475,0,0,0,0,0,0,0.1525,"Enhancers","Enhancers"
"CG2964",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"G6P",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3123",0,0,0,1,0,0,0,0,"H1","H1"
"Duox",0.354286,0,0,0,0,0,0,0.645714,"Low_signal","Enhancers"
"CG3119",0.524286,0,0,0.475714,0,0,0,0,"Enhancers","Enhancers"
"Cpr23B",0,0,0,1,0,0,0,0,"H1","H1"
"CG2975",0.31,0,0,0,0,0,0,0.69,"Low_signal","Enhancers"
"asRNA:CR45342",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG18558",0,0,0,1,0,0,0,0,"H1","H1"
"CG18557",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3117",0.588571,0,0,0,0,0,0,0.411429,"Enhancers","Enhancers"
"CG2983",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG3104",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"RpS21",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG2991",0,0,0,0,0,0.84,0,0.16,"Open_promoters","Open_promoters"
"CG8813",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Ifrd1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG8814",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Prx6005",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sbat",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RabGGTb",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lilli",0.9275,0,0,0,0,0,0,0.0725,"Enhancers","Enhancers"
"NTPase",0.5,0,0,0,0,0,0,0.5,"Enhancers","Enhancers"
"Rbp9",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ts",0,0,0.625714,0,0,0.374286,0,0,"Gene_body_2","Gene_body_2"
"Rrp1",0,0,0,0,0,0.44,0,0.56,"Low_signal","Open_promoters"
"gammaTub23C",0,0,0,0,0,0.7275,0,0.2725,"Open_promoters","Open_promoters"
"CG9641",0,0,0,0,0,0.34,0,0.66,"Low_signal","Open_promoters"
"CG3165",0,0,0,0,0,0.195,0,0.805,"Low_signal","Low_signal"
"CG9643",0,0,0.697143,0,0,0,0,0.302857,"Gene_body_2","Gene_body_2"
"Chd1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Bem46",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"okr",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3558",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ccdc85",0,0,0.285,0,0,0.715,0,0,"Open_promoters","Open_promoters"
"CG17224",0,0,0,0.297143,0,0,0,0.702857,"Low_signal","H1"
"CG17264",0,0,0,0.02,0,0,0,0.98,"Low_signal","Low_signal"
"Prp40",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"alpha4GT1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG17219",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Sf3b2",0,0,0,0,0,0.617143,0,0.382857,"Open_promoters","Open_promoters"
"GABPI",0,0,0.1525,0,0,0.8475,0,0,"Open_promoters","Open_promoters"
"asRNA:CR44147",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG17258",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG17260",0,0,0,0,0,0.675,0,0.325,"Open_promoters","Open_promoters"
"SerRS",0,0,0,0,0,0.147143,0,0.852857,"Low_signal","Low_signal"
"cnir",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG17221",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG17261",0,0.1275,0.8725,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"FASN2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snRNA:LU",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"snRNA:U5:23D",0.4975,0,0,0,0,0,0,0.5025,"Low_signal","Enhancers"
"FASN1",0.255,0,0,0,0,0,0,0.745,"Low_signal","Enhancers"
"PpD6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15403",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"toc",0,0,0,0,0,0.98,0,0.02,"Open_promoters","Open_promoters"
"ND-B14.5B",0,0,0,0,0,0.217143,0,0.782857,"Low_signal","Low_signal"
"Mad",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"gkt",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR31953",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Hydr2",0,0,0,0,0,0.6125,0,0.3875,"Open_promoters","Open_promoters"
"tRNA:Ser-AGA-2-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44002",0,0,0.417143,0,0,0.582857,0,0,"Open_promoters","Open_promoters"
"CR44003",0,0,0,0,0.287143,0,0,0.712857,"Low_signal","HP1"
"tRNA:Ser-AGA-2-4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31698",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15404",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34393",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45336",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45337",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45338",0.438571,0,0,0,0,0,0,0.561429,"Low_signal","Enhancers"
"lncRNA:CR45706",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44484",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3347",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"OtopLb",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44485",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9664",0,0.437143,0.562857,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG9663",0.528571,0,0,0,0,0,0,0.471429,"Enhancers","Enhancers"
"CG3277",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15406",0,0,0,0.805,0.195,0,0,0,"H1","H1"
"Fign",0,0,0,0.611429,0,0,0,0.388571,"H1","H1"
"CG8837",0,0,0,0.3875,0,0,0,0.6125,"Low_signal","H1"
"CG33281",0,0,0,1,0,0,0,0,"H1","H1"
"CG33282",0,0,0,1,0,0,0,0,"H1","H1"
"CG3285",0,0,0,1,0,0,0,0,"H1","H1"
"CG15408",0,0,0,0.535,0,0,0,0.465,"H1","H1"
"E23",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG8838",0,0.365,0,0,0,0,0,0.635,"Low_signal","Gene_body_1"
"GramD1B",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15412",0,0,0.555714,0,0,0,0,0.444286,"Gene_body_2","Gene_body_2"
"CG9662",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ptpa",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR45301",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp23F",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42460",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44791",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34175",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:TS15",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8840",0.65,0,0,0,0,0,0,0.35,"Enhancers","Enhancers"
"CG31952",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pgant2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2772",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Snx1",0,0,0,0,0,0.2075,0,0.7925,"Low_signal","Low_signal"
"CG12795",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Cog3",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Sec5",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3246",0,0.354286,0.645714,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"mir-4971",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"ND-PDSW",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"msl-2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pif1",0,0,0.422857,0,0.577143,0,0,0,"HP1","HP1"
"CG31776",0,0,0.545,0,0.455,0,0,0,"Gene_body_2","Gene_body_2"
"Pgant4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45372",0.6625,0,0,0,0,0,0,0.3375,"Enhancers","Enhancers"
"lncRNA:CR43928",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Thor",0.915,0,0,0,0,0.085,0,0,"Enhancers","Enhancers"
"CG15414",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR46495",0,0,0,1,0,0,0,0,"H1","H1"
"snoRNA:Or-CD16",0,0,0,0.454286,0,0,0,0.545714,"Low_signal","H1"
"tim",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45299",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR45300",0,0,0,1,0,0,0,0,"H1","H1"
"CG31954",0,0.142857,0,0.428571,0,0,0,0.428571,"H1","H1"
"LeuRS",0,0,0,0,0,0.08,0,0.92,"Low_signal","Low_signal"
"CG17593",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8851",0,0,0,1,0,0,0,0,"H1","H1"
"CG3213",0,0,0,0.641429,0,0,0,0.358571,"H1","H1"
"Sr-CIV",0,0,0,0.777143,0,0,0,0.222857,"H1","H1"
"CG8852",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Spindly",0,0,0,0,0,0.832857,0,0.167143,"Open_promoters","Open_promoters"
"IFT57",0,0,0,0,0,0.5275,0,0.4725,"Open_promoters","Open_promoters"
"lncRNA:CR44308",0,0,0,0,0,0,1,0,"Pc","Pc"
"drm",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44309",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44747",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43822",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43815",0,0,0,0,0,0,1,0,"Pc","Pc"
"sob",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:TS2",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43823",0,0,0,0,0,0,1,0,"Pc","Pc"
"odd",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44310",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ugt36A1",0.7425,0,0,0,0,0,0,0.2575,"Enhancers","Enhancers"
"CG15418",0,0.857143,0.005714,0,0,0,0,0.137143,"Gene_body_1","Gene_body_1"
"mir-4972",0,0,0,0.428571,0,0,0.104286,0.467143,"Low_signal","H1"
"for",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Drgx",0,0,0,0,0,0,1,0,"Pc","Pc"
"Sfp24Ba",0,0,0,0,0,0,1,0,"Pc","Pc"
"Sfp24Bd",0,0,0,0,0,0,0.522857,0.477143,"Pc","Pc"
"Sfp24Bb",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp24Bc",0,0,0,0,0,0,0.401429,0.598571,"Low_signal","Pc"
"CG16704",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG3513",0,0,0,0,0,0,1,0,"Pc","Pc"
"Acp24A4",0,0,0,0,0,0,0.278571,0.721429,"Low_signal","Pc"
"CR43364",0,0,0,0,0,0,0.597143,0.402857,"Pc","Pc"
"CG43165",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG16713",0,0,0,0,0,0,1,0,"Pc","Pc"
"IM33",0,0,0,0,0,0,0.631429,0.368571,"Pc","Pc"
"CG3604",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10031",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42464",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42465",0,0,0,0,0,0,0.2375,0.7625,"Low_signal","Low_signal"
"Sfp24C1",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG42467",0,0,0,0,0,0,0.275,0.725,"Low_signal","Pc"
"CG43145",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44311",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2816",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG31778",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31777",0,0.571429,0.428571,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"cutlet",0,0,0,0,0.068571,0,0,0.931429,"Low_signal","Low_signal"
"CG31955",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG2818",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lectin-24A",0,0,0,0,0,0.104286,0,0.895714,"Low_signal","Low_signal"
"Shaw",0,0,0,0,0,0.2125,0,0.7875,"Low_signal","Low_signal"
"CG10019",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43707",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43703",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"mir-1004",0,0,0,0.8025,0,0,0,0.1975,"H1","H1"
"lncRNA:CR43704",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bowl",0,0,0,0,1,0,0,0,"HP1","HP1"
"CG31960",0,0,0,1,0,0,0,0,"H1","H1"
"CR31958",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bark",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Reph",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3407",0,0,0,0,0,0.985714,0.014286,0,"Open_promoters","Open_promoters"
"lncRNA:CR44076",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44077",0,0,0,0,0,0,0.81,0.19,"Pc","Pc"
"slp1",0,0,0,0,0,0,1,0,"Pc","Pc"
"slp2",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44983",0.262857,0,0,0,0,0,0,0.737143,"Low_signal","Enhancers"
"lncRNA:CR45451",0,0,0,0,0,0,0.1225,0.8775,"Low_signal","Low_signal"
"lncRNA:CR45449",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR45450",0,0,0,0,0,0,0.611429,0.388571,"Pc","Pc"
"lncRNA:CR44078",0,0,0,0,0,0,0.432857,0.567143,"Low_signal","Pc"
"TTLL4B",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cep97",0,0,0.5075,0,0,0,0,0.4925,"Gene_body_2","Gene_body_2"
"CG31957",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"capu",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31773",0,0,0,0,0.445714,0,0,0.554286,"Low_signal","HP1"
"fred",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43797",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45344",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34176",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15422",0,0,0,0.79,0,0,0,0.21,"H1","H1"
"CG15423",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43773",0,0,0,0,0,0,0.975,0.025,"Pc","Pc"
"CG43774",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ed",0,0,0,0,0,0.1925,0,0.8075,"Low_signal","Low_signal"
"asRNA:CR44984",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Me28S-C437",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sr-CIII",0.3925,0,0,0,0,0,0,0.6075,"Low_signal","Enhancers"
"Sr-CI",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2955",0,0,0,0.9475,0,0,0,0.0525,"H1","H1"
"Or24a",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44057",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45791",0,0,0.428571,0,0,0.132857,0,0.438571,"Low_signal","Gene_body_2"
"TBCC",0,0,0,0,0,0.152857,0,0.847143,"Low_signal","Low_signal"
"lectin-24Db",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Naprt",0,0,0,0,0,0.47,0,0.53,"Low_signal","Open_promoters"
"ft",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG3702",0,0,0,0,0,0.147143,0,0.852857,"Low_signal","Low_signal"
"RpL40",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44608",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR45720",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44058",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44059",0.537143,0,0,0,0,0,0,0.462857,"Enhancers","Enhancers"
"lncRNA:CR45294",0.735714,0,0,0,0,0,0,0.264286,"Enhancers","Enhancers"
"lncRNA:CR45295",0.115714,0,0,0,0,0,0,0.884286,"Low_signal","Low_signal"
"lncRNA:CR45296",0,0,0,0.707143,0,0,0,0.292857,"H1","H1"
"CG15425",0,0,0,0.93,0,0,0,0.07,"H1","H1"
"lncRNA:CR44080",0.572857,0,0,0,0,0,0,0.427143,"Enhancers","Enhancers"
"Art2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tutl",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bdl",0,0,0,0,1,0,0,0,"HP1","HP1"
"Atet",0.5325,0,0,0,0,0,0,0.4675,"Enhancers","Enhancers"
"mir-1005",0,0,0.76,0,0,0,0,0.24,"Gene_body_2","Gene_body_2"
"lncRNA:CR44697",0.7525,0,0,0,0,0,0,0.2475,"Enhancers","Enhancers"
"lncRNA:CR44698",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44699",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44700",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG15429",0,0,0,0,0,0,0.9375,0.0625,"Pc","Pc"
"Traf4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45363",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17612",0,0,0.335714,0,0,0,0,0.664286,"Low_signal","Gene_body_2"
"Vps53",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Psf2",0.508571,0,0,0,0,0,0,0.491429,"Enhancers","Enhancers"
"Tps1",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG3652",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"l(2)k05819",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG33003",0,0.1325,0.8675,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Dim1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG43055",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Trp-CCA-2-1",0.354286,0,0,0,0,0,0,0.645714,"Low_signal","Enhancers"
"CG34177",0.77,0,0,0,0,0,0,0.23,"Enhancers","Enhancers"
"CG34178",0.77,0,0,0,0,0,0,0.23,"Enhancers","Enhancers"
"CG43056",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
