"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"AIF",0,0.247593,0.54718,0,0,0.205227,0,0,"Gene_body_2","Gene_body_2"
"CG15382",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"aop",0.532286,0.067355,0.063583,0,0,0,0,0.336776,"Enhancers","Enhancers"
"lncRNA:CR43751",0.067365,0,0,0.168412,0,0,0,0.764223,"Low_signal","Low_signal"
"lncRNA:CR44066",0.095477,0,0,0,0,0,0,0.904523,"Low_signal","Low_signal"
"tRNA:Arg-TCT-3-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45290",0,0.993631,0,0,0,0,0,0.006369,"Gene_body_1","Gene_body_1"
"CG10874",0,0.242718,0,0.121359,0,0.358414,0,0.277508,"Open_promoters","Open_promoters"
"asRNA:CR44065",0,0.555042,0,0.277521,0,0,0,0.167438,"Gene_body_1","Gene_body_1"
"COX7AL2",0.167069,0,0,0,0,0,0,0.832931,"Low_signal","Low_signal"
"CG31668",0,0,0,0,0.967689,0,0,0.032311,"HP1","HP1"
"CG33124",0,0.1948,0,0.349243,0,0,0,0.455957,"Low_signal","H1"
"CG15385",0,0.3003,0,0.3003,0,0,0,0.399399,"Low_signal","Gene_body_1"
"Uch",0,0,0,0,0,0.550577,0,0.449423,"Open_promoters","Open_promoters"
"CG34174",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"daed",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG15386",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG42371",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mio",0,0,0.269865,0,0,0.272864,0,0.457271,"Low_signal","Open_promoters"
"papi",0.187656,0.250209,0.125104,0,0,0,0,0.437031,"Low_signal","Gene_body_1"
"CG15387",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sau",0,0.189195,0,0,0,0.12613,0,0.684675,"Low_signal","Gene_body_1"
"asRNA:CR44114",0,0,0,0,0,0.705053,0,0.294947,"Open_promoters","Open_promoters"
"Sec24CD",0,0.365981,0.209132,0,0,0,0,0.424887,"Low_signal","Gene_body_1"
"asRNA:CR44115",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Tengl3",0.510638,0,0,0.468936,0,0,0,0.020426,"Enhancers","Enhancers"
"Tengl2",0,0,0,0.82963,0,0,0,0.17037,"H1","H1"
"Tengl1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4267",0.145718,0,0,0.517956,0,0,0,0.336326,"H1","H1"
"lncRNA:CR42859",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ser12",0,0,0,1,0,0,0,0,"H1","H1"
"CG17239",0,0,0,1,0,0,0,0,"H1","H1"
"CG17234",0,0,0,0.684015,0,0,0,0.315985,"H1","H1"
"Send1",0,0,0,0.313501,0,0,0,0.686499,"Low_signal","H1"
"lncRNA:CR44787",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44788",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4270",0,0,0,1,0,0,0,0,"H1","H1"
"CG34049",0,0,0,0.430275,0,0,0,0.569725,"Low_signal","H1"
"CG17242",0,0,0,0.477756,0,0,0,0.522244,"Low_signal","H1"
"lncRNA:CR43753",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43754",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4271",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31681",0,0,0,0.920886,0,0,0,0.079114,"H1","H1"
"CG42658",0,0,0,1,0,0,0,0,"H1","H1"
"CG17237",0,0,0,1,0,0,0,0,"H1","H1"
"robl22E",0.536965,0,0,0.463035,0,0,0,0,"Enhancers","Enhancers"
"CG31949",0.378344,0,0,0.621656,0,0,0,0,"H1","H1"
"CG16995",0,0,0,1,0,0,0,0,"H1","H1"
"CG9967",0.203725,0.043214,0.01852,0.105752,0,0.042309,0,0.58648,"Low_signal","Enhancers"
"eys",0.203114,0.044431,0.019042,0.069821,0,0.040623,0,0.622969,"Low_signal","Enhancers"
"Rab5",0,0,0.097863,0,0,0,0,0.902137,"Low_signal","Low_signal"
"Axud1",0,0.028589,0.375626,0,0,0.125209,0,0.470576,"Low_signal","Gene_body_2"
"CG3597",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG3609",0.472836,0,0.250921,0,0,0,0,0.276243,"Enhancers","Enhancers"
"CG15390",0.698171,0,0,0,0,0,0,0.301829,"Enhancers","Enhancers"
"asRNA:CR44982",0.709729,0,0,0,0,0,0,0.290271,"Enhancers","Enhancers"
"Atxn7",0,0.192926,0.385852,0,0,0,0,0.421222,"Low_signal","Gene_body_2"
"Eogt",0,0,0.543016,0,0,0.455466,0,0.001518,"Gene_body_2","Gene_body_2"
"PIG-Wa",0,0.582524,0.387055,0,0,0,0,0.030421,"Gene_body_1","Gene_body_1"
"CG3557",0,0,0,0,0,0,0.477207,0.522793,"Low_signal","Pc"
"CG43750",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG46448",0,0,0,0,0,0,1,0,"Pc","Pc"
"VGlut",0.028938,0,0,0,0,0,0.231504,0.739558,"Low_signal","Pc"
"CG18641",0.383142,0,0,0,0,0,0,0.616858,"Low_signal","Enhancers"
"CG31948",0,0,0,0.822924,0,0,0,0.177076,"H1","H1"
"CG34448",0,0,0,1,0,0,0,0,"H1","H1"
"CG34447",0,0,0,0.565682,0,0,0,0.434318,"H1","H1"
"CG9886",0,0.392979,0.078596,0.235787,0,0.123133,0,0.169505,"Gene_body_1","Gene_body_1"
"CG44139",0,0,0,0.577869,0,0,0,0.422131,"H1","H1"
"lncRNA:CR44912",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"dpp",0.089918,0,0,0.162157,0,0,0.414073,0.333853,"Pc","Pc"
"tRNA:Tyr-GTA-1-2",0,0,0,0,0,0,1,0,"Pc","Pc"
"tRNA:Tyr-GTA-1-3",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45286",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Slh",0,0.268216,0.134108,0.268216,0,0.261734,0,0.067725,"Gene_body_1","Gene_body_1"
"oaf",0,0,0,0,0,0.211339,0,0.788661,"Low_signal","Low_signal"
"lncRNA:CR44607",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3528",0.853476,0,0,0,0,0,0,0.146524,"Enhancers","Enhancers"
"asRNA:CR46069",0.42378,0,0,0,0,0,0,0.57622,"Low_signal","Enhancers"
"lncRNA:CR44112",0.878947,0,0,0,0,0,0,0.121053,"Enhancers","Enhancers"
"CG3515",0.714286,0,0,0,0,0,0,0.285714,"Enhancers","Enhancers"
"lncRNA:CR44113",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cyp309a1",0,0,0,0.438858,0,0,0,0.561142,"Low_signal","H1"
"Cyp309a2",0,0.147221,0,0.124402,0,0,0,0.728377,"Low_signal","Gene_body_1"
"Rad1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sws1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"insv",0,0,0,0,0,0.87187,0,0.12813,"Open_promoters","Open_promoters"
"Elba2",0,0,0.052949,0,0,0.947051,0,0,"Open_promoters","Open_promoters"
"ND-B17.2",0,0,0.204943,0,0,0,0,0.795057,"Low_signal","Low_signal"
"Arpc5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Drp1",0,0,0.144613,0,0,0.144613,0,0.710774,"Low_signal","Gene_body_2"
"CG15394",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44790",0,0,0,0,0,0,0.71246,0.28754,"Pc","Pc"
"lncRNA:CR44789",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15395",0,0,0,0.762607,0,0,0,0.237393,"H1","H1"
"CG43403",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:TS11",0.474308,0,0,0,0,0,0,0.525692,"Low_signal","Enhancers"
"lncRNA:CR46328",0.734788,0,0,0,0,0,0,0.265212,"Enhancers","Enhancers"
"lncRNA:TS4",0.909598,0,0,0,0,0,0,0.090402,"Enhancers","Enhancers"
"lncRNA:CR43852",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9962",0,0,0,0.979878,0,0,0,0.020122,"H1","H1"
"CG43851",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33125",0.296004,0,0,0.324124,0,0,0,0.379872,"Low_signal","H1"
"Prosbeta4R1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Or23a",0,0,0,0.963907,0,0,0,0.036093,"H1","H1"
"Prosbeta4R2",0,0,0,0.998829,0,0,0,0.001171,"H1","H1"
"Trf4",0,0,0,1,0,0,0,0,"H1","H1"
"CR46404",0,0,0,0.563452,0,0,0,0.436548,"H1","H1"
"Gr23a",0.253915,0,0,0.582734,0,0,0,0.163352,"H1","H1"
"CG31690",0.122311,0,0,0.086337,0,0,0,0.791352,"Low_signal","Low_signal"
"Trf5",0,0,0,0.966576,0,0,0,0.033424,"H1","H1"
"CG31689",0.148347,0,0,0.423849,0,0,0,0.427804,"Low_signal","H1"
"mir-4914",0,0,0,1,0,0,0,0,"H1","H1"
"Hrs",0.140666,0,0,0.265408,0,0,0,0.593925,"Low_signal","H1"
"CG9961",0.08018,0,0,0,0,0,0,0.91982,"Low_signal","Low_signal"
"Cwc25",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pgk",0.436328,0,0,0,0,0.369748,0,0.193924,"Enhancers","Enhancers"
"Bacc",0.783002,0,0,0,0,0.216998,0,0,"Enhancers","Enhancers"
"lncRNA:CR44772",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"HemK2",0.2984,0,0,0,0,0.7016,0,0,"Open_promoters","Open_promoters"
"Snapin",0.2984,0,0,0,0,0.7016,0,0,"Open_promoters","Open_promoters"
"Tnpo-SR",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Snx21",0,0,0,0,0,0.384615,0,0.615385,"Low_signal","Open_promoters"
"aph-1",0,0,0,0,0,0.936069,0,0.063931,"Open_promoters","Open_promoters"
"Taf10b",0,0,0,0,0,0.382826,0,0.617174,"Low_signal","Open_promoters"
"Taf10",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"colt",0,0,0,0,0,0.925625,0,0.074375,"Open_promoters","Open_promoters"
"HINT1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG15399",0,0.757848,0,0,0,0.242152,0,0,"Gene_body_1","Gene_body_1"
"Syt1",0.108491,0.021698,0.021698,0.086793,0,0,0,0.761319,"Low_signal","Low_signal"
"lncRNA:CR43821",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"daw",0.084329,0,0,0.590302,0,0,0,0.325369,"H1","H1"
"CG2964",0,0.365964,0,0.301205,0,0,0,0.332831,"Gene_body_1","Gene_body_1"
"G6P",0,0.396067,0.421348,0,0,0,0,0.182584,"Gene_body_2","Gene_body_2"
"Duox",0.063034,0.042023,0,0.546295,0,0,0,0.348648,"H1","H1"
"CG3123",0,0,0,1,0,0,0,0,"H1","H1"
"CG3119",0,0,0,0.350645,0,0,0,0.649355,"Low_signal","H1"
"Cpr23B",0,0,0,0.958627,0,0,0,0.041373,"H1","H1"
"asRNA:CR45342",0,0,0,0.742268,0,0,0,0.257732,"H1","H1"
"CG2975",0,0,0,0.46778,0,0,0,0.53222,"Low_signal","H1"
"CG18558",0,0,0,0.734407,0,0,0,0.265593,"H1","H1"
"CG18557",0,0,0,1,0,0,0,0,"H1","H1"
"CG3117",0,0,0,0.601866,0,0,0,0.398134,"H1","H1"
"CG2983",0,0,0,0.635897,0,0,0,0.364103,"H1","H1"
"CG3104",0.088378,0,0,0.176757,0,0.011489,0,0.723376,"Low_signal","H1"
"RpS21",0,0,0,0,0,0.865485,0,0.134515,"Open_promoters","Open_promoters"
"CG2991",0.289881,0.079058,0.079058,0,0,0,0,0.552003,"Low_signal","Enhancers"
"Ifrd1",0,0.153531,0.302456,0,0,0.185773,0,0.35824,"Low_signal","Gene_body_2"
"CG8813",0,0.550652,0.449348,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG8814",0,0.395083,0.131694,0,0,0.267779,0,0.205443,"Gene_body_1","Gene_body_1"
"Prx6005",0,0,0,0,0,0.816827,0,0.183173,"Open_promoters","Open_promoters"
"Sbat",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"RabGGTb",0,0,0,0,0,0.368421,0,0.631579,"Low_signal","Open_promoters"
"NTPase",0.233191,0.291489,0.058298,0,0,0,0,0.417023,"Low_signal","Gene_body_1"
"lilli",0.113907,0.061334,0,0,0,0,0,0.824759,"Low_signal","Low_signal"
"Rbp9",0,0.065828,0,0.258777,0,0,0,0.675395,"Low_signal","H1"
"Ts",0,0,0,0,0,0.846097,0,0.153903,"Open_promoters","Open_promoters"
"Rrp1",0,0.329068,0.109689,0,0,0.412066,0,0.149177,"Open_promoters","Open_promoters"
"gammaTub23C",0,0.610066,0.029487,0,0,0.360447,0,0,"Gene_body_1","Gene_body_1"
"CG9641",0,0.299551,0.270095,0,0,0.430354,0,0,"Open_promoters","Open_promoters"
"CG3165",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9643",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Chd1",0,0.257321,0.59282,0,0,0.149859,0,0,"Gene_body_2","Gene_body_2"
"Bem46",0,0,0,0,0,0.247065,0,0.752935,"Low_signal","Low_signal"
"okr",0,0,0,0,0,0.366193,0,0.633807,"Low_signal","Open_promoters"
"CG3558",0,0,0.243511,0,0,0.192964,0,0.563525,"Low_signal","Gene_body_2"
"Ccdc85",0.489424,0.135196,0,0.03575,0,0,0,0.339629,"Enhancers","Enhancers"
"CG17224",0,0.642742,0.031601,0.160686,0,0,0,0.164971,"Gene_body_1","Gene_body_1"
"CG17264",0,0.3002,0,0.3002,0,0,0,0.3996,"Low_signal","Gene_body_1"
"alpha4GT1",0,0,0,0,0,0.677402,0,0.322598,"Open_promoters","Open_promoters"
"Prp40",0,0,0.280112,0,0,0.427638,0,0.29225,"Open_promoters","Open_promoters"
"Sf3b2",0,0,0,0,0,0.434842,0,0.565158,"Low_signal","Open_promoters"
"CG17219",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR44147",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"GABPI",0,0,0,0,0,0.545713,0,0.454287,"Open_promoters","Open_promoters"
"CG17258",0,0.669216,0.174634,0,0,0,0,0.15615,"Gene_body_1","Gene_body_1"
"SerRS",0,0.736649,0,0,0,0.263351,0,0,"Gene_body_1","Gene_body_1"
"CG17260",0,0,0,0,0,0.940499,0,0.059501,"Open_promoters","Open_promoters"
"cnir",0,0,0,0,0,0.51927,0,0.48073,"Open_promoters","Open_promoters"
"CG17221",0,0.626959,0,0,0,0.117032,0,0.256008,"Gene_body_1","Gene_body_1"
"CG17261",0,0.575816,0,0,0,0,0,0.424184,"Gene_body_1","Gene_body_1"
"FASN2",0.245982,0,0,0.455313,0,0.049196,0,0.249508,"H1","H1"
"snRNA:LU",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"snRNA:U5:23D",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"FASN1",0,0.388635,0.336817,0,0,0.129545,0,0.145004,"Gene_body_1","Gene_body_1"
"toc",0.065227,0.047095,0.011774,0.105964,0,0,0.011774,0.758166,"Low_signal","Low_signal"
"PpD6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15403",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ND-B14.5B",0.275978,0,0,0,0,0.670391,0,0.053631,"Open_promoters","Open_promoters"
"Mad",0.08832,0.06624,0.06624,0,0,0,0,0.779201,"Low_signal","Low_signal"
"gkt",0,0.244998,0.244998,0,0,0,0,0.510004,"Low_signal","Gene_body_1"
"CR31953",0,0,0,0,0,0.114987,0,0.885013,"Low_signal","Low_signal"
"Hydr2",0,0,0,0,0,0.129792,0,0.870208,"Low_signal","Low_signal"
"tRNA:Ser-AGA-2-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44002",0,0,0.072327,0,0,0.707547,0,0.220126,"Open_promoters","Open_promoters"
"CR44003",0,0,0.320295,0,0,0.679705,0,0,"Open_promoters","Open_promoters"
"tRNA:Ser-AGA-2-4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31698",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15404",0,0,0,0.947368,0,0,0,0.052632,"H1","H1"
"CG34393",0.295462,0,0,0.047274,0,0.059092,0,0.598172,"Low_signal","Enhancers"
"lncRNA:CR45336",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45337",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45338",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45706",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44484",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3347",0,0,0,0.759814,0,0,0,0.240186,"H1","H1"
"OtopLb",0,0,0,0.760456,0,0,0,0.239544,"H1","H1"
"lncRNA:CR44485",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9664",0,0.26004,0.17336,0.08668,0,0,0,0.479919,"Low_signal","Gene_body_1"
"CG9663",0.271819,0.289371,0,0,0,0,0,0.43881,"Low_signal","Gene_body_1"
"CG3277",0.067578,0.067578,0.090104,0.135155,0.157681,0,0,0.481904,"Low_signal","HP1"
"CG15406",0.121951,0,0,0.72439,0.153659,0,0,0,"H1","H1"
"Fign",0,0.099415,0.292398,0,0,0,0,0.608187,"Low_signal","Gene_body_2"
"CG8837",0.117749,0,0,0,0,0,0,0.882251,"Low_signal","Low_signal"
"CG33281",0,0,0,0.47375,0,0,0,0.52625,"Low_signal","H1"
"CG33282",0,0,0,0.157226,0,0,0,0.842774,"Low_signal","Low_signal"
"CG3285",0,0,0,0.244353,0,0,0,0.755647,"Low_signal","Low_signal"
"CG15408",0,0.303644,0,0.696356,0,0,0,0,"H1","H1"
"E23",0.285657,0.105242,0.045104,0,0,0.060138,0,0.503859,"Low_signal","Enhancers"
"CG8838",0,0.569959,0,0.308642,0,0,0,0.121399,"Gene_body_1","Gene_body_1"
"GramD1B",0.081455,0.366549,0.224002,0.040728,0,0,0,0.287266,"Gene_body_1","Gene_body_1"
"CG15412",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9662",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ptpa",0,0,0.188917,0,0,0.628463,0,0.18262,"Open_promoters","Open_promoters"
"lncRNA:CR45301",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp23F",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42460",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44791",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:TS15",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34175",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pgant2",0.067388,0.053911,0,0.067388,0,0,0,0.811312,"Low_signal","Low_signal"
"CG8840",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31952",0.340364,0,0,0.654545,0,0,0,0.005091,"H1","H1"
"CG2772",0,0,0,0.751409,0,0,0,0.248591,"H1","H1"
"Snx1",0,0,0.495254,0,0,0.37144,0,0.133306,"Gene_body_2","Gene_body_2"
"CG12795",0,0,0.352987,0,0,0.647013,0,0,"Open_promoters","Open_promoters"
"Cog3",0,0,0.238491,0,0,0.405108,0,0.3564,"Open_promoters","Open_promoters"
"Sec5",0,0.446003,0,0,0,0.260359,0,0.293638,"Gene_body_1","Gene_body_1"
"CG3246",0,0.815951,0.184049,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"msl-2",0,0.483308,0,0,0,0.285568,0,0.231125,"Gene_body_1","Gene_body_1"
"mir-4971",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"ND-PDSW",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pif1",0,0.676183,0,0,0,0.098422,0,0.225394,"Gene_body_1","Gene_body_1"
"CG31776",0.374885,0,0,0.350137,0,0,0,0.274977,"Enhancers","Enhancers"
"Pgant4",0,0,0,0.548446,0,0,0,0.451554,"H1","H1"
"lncRNA:CR45372",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43928",0,0,0,0,0,0,0.266667,0.733333,"Low_signal","Pc"
"Thor",0.943973,0,0,0,0,0,0,0.056027,"Enhancers","Enhancers"
"CG15414",0.087243,0,0,0.200756,0,0,0,0.712001,"Low_signal","H1"
"tim",0.042454,0,0,0.32647,0,0,0.063681,0.567395,"Low_signal","H1"
"lncRNA:CR46495",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Or-CD16",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45299",0,0,0,1,0,0,0,0,"H1","H1"
"CG31954",0,0.672414,0,0.327586,0,0,0,0,"Gene_body_1","Gene_body_1"
"asRNA:CR45300",0,0.117302,0,0.882698,0,0,0,0,"H1","H1"
"LeuRS",0,0.554529,0.201479,0,0,0.243993,0,0,"Gene_body_1","Gene_body_1"
"CG17593",0,0.501672,0.026756,0,0,0.471572,0,0,"Gene_body_1","Gene_body_1"
"CG3213",0,0.504626,0.221615,0.273759,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG8851",0,0,0,0.791522,0,0,0,0.208478,"H1","H1"
"Sr-CIV",0,0,0,0.051466,0.390879,0,0,0.557655,"Low_signal","HP1"
"CG8852",0,0.809117,0,0.1221,0,0,0,0.068783,"Gene_body_1","Gene_body_1"
"Spindly",0,0.106826,0.102389,0,0,0.176451,0,0.614334,"Low_signal","Open_promoters"
"IFT57",0,0,0,0,0,0,0.888301,0.111699,"Pc","Pc"
"lncRNA:CR44308",0,0,0,0,0,0,1,0,"Pc","Pc"
"drm",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44309",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44747",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43822",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43815",0,0,0,0,0,0,1,0,"Pc","Pc"
"sob",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:TS2",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43823",0,0,0,0,0,0,1,0,"Pc","Pc"
"odd",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44310",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ugt36A1",0,0.242326,0,0,0,0,0,0.757674,"Low_signal","Low_signal"
"CG15418",0,0,0.175084,0,0,0,0,0.824916,"Low_signal","Low_signal"
"for",0.232231,0,0.003612,0.22363,0.060208,0,0.163422,0.316896,"Low_signal","Enhancers"
"mir-4972",0,0,0,1,0,0,0,0,"H1","H1"
"Drgx",0,0,0,0,0,0,0.693554,0.306446,"Pc","Pc"
"Sfp24Ba",0,0,0,0,0,0,1,0,"Pc","Pc"
"Sfp24Bd",0,0,0,0,0,0,1,0,"Pc","Pc"
"Sfp24Bb",0,0,0,0,0,0,0.659533,0.340467,"Pc","Pc"
"Sfp24Bc",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16704",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG3513",0,0,0,0,0,0,1,0,"Pc","Pc"
"Acp24A4",0,0,0,0,0,0,0.160888,0.839112,"Low_signal","Low_signal"
"CR43364",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43165",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16713",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"IM33",0,0,0,0.131818,0,0,0.868182,0,"Pc","Pc"
"CG3604",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10031",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42464",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42465",0,0,0,0,0,0,0.989201,0.010799,"Pc","Pc"
"Sfp24C1",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG42467",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43145",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44311",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2816",0.505051,0,0,0,0,0,0.237374,0.257576,"Enhancers","Enhancers"
"CG31778",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31777",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"cutlet",0,0.23683,0.59761,0,0,0,0,0.16556,"Gene_body_2","Gene_body_2"
"CG31955",0.249183,0,0,0,0.490196,0,0,0.260621,"HP1","HP1"
"CG2818",0.098551,0.26087,0.26087,0,0,0,0,0.37971,"Low_signal","Gene_body_1"
"lectin-24A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Shaw",0.054745,0.191606,0.054745,0.054745,0,0.054745,0,0.589416,"Low_signal","Gene_body_1"
"CG10019",0.149062,0,0,0.037266,0,0,0,0.813672,"Low_signal","Low_signal"
"CG43707",0.097807,0.073356,0,0.342326,0,0,0,0.486511,"Low_signal","H1"
"CG43703",0.712737,0,0,0.287263,0,0,0,0,"Enhancers","Enhancers"
"mir-1004",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43704",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bowl",0.136865,0,0,0.241526,0,0,0.048305,0.573303,"Low_signal","H1"
"CG31960",0.773333,0,0,0,0,0,0,0.226667,"Enhancers","Enhancers"
"CR31958",0.433058,0,0,0,0,0,0,0.566942,"Low_signal","Enhancers"
"bark",0,0.154252,0.019281,0.385629,0,0,0,0.440838,"Low_signal","H1"
"Reph",0,0.126298,0.346758,0,0,0.084199,0,0.442745,"Low_signal","Gene_body_2"
"CG3407",0,0.68992,0.037946,0,0,0.229973,0,0.042162,"Gene_body_1","Gene_body_1"
"lncRNA:CR44076",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44077",0,0,0,0,0,0,1,0,"Pc","Pc"
"slp1",0,0,0,0,0,0,1,0,"Pc","Pc"
"slp2",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44983",0.972696,0,0,0,0,0,0,0.027304,"Enhancers","Enhancers"
"lncRNA:CR45451",0,0,0,0,0,0,0.075038,0.924962,"Low_signal","Low_signal"
"lncRNA:CR45449",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR45450",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44078",0,0,0,0,0,0,0.281792,0.718208,"Low_signal","Pc"
"TTLL4B",0,0.433974,0.247985,0,0,0,0,0.318041,"Gene_body_1","Gene_body_1"
"Cep97",0,0.160944,0.160944,0,0,0.060354,0,0.617758,"Low_signal","Gene_body_1"
"CG31957",0,0,0,0,0,0.951137,0,0.048863,"Open_promoters","Open_promoters"
"capu",0.029788,0.029788,0,0.099292,0,0,0,0.841133,"Low_signal","Low_signal"
"fred",0.165569,0.013516,0,0.057442,0.013516,0,0.006758,0.7432,"Low_signal","Enhancers"
